Job_Title,Company,Location,Level,Type,Function,Industry,city,state,primary_industry,job_category,level_clean,employment_type_clean,is_remote,is_metro,is_entry,is_internship
Data Analyst_Bhawna Bansal,CodersBrain,"Gurgaon, Haryana, India",Associate,Information Technology,Contract,IT Services and IT Consulting,Gurugram,Haryana,IT Services and IT Consulting,Data Analyst,Associate,Information Technology,0,1,0,0
Data Specialist,Nilasu Consulting Services Pvt. Ltd.,"Pune, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,Staffing and Recruiting,Pune,Maharashtra,Staffing and Recruiting,Other,Mid-Senior,Information Technology,0,1,0,0
Senior Data Entry Specialist,Hour Consulting,"Rajarhat, West Bengal, India",Associate,Administrative,Full-time,Staffing and Recruiting,Rajarhat,West Bengal,Staffing and Recruiting,Data Entry,Associate,Administrative,0,0,0,0
"Data Engineer (Remote, India-based)",InVitro Capital,India,Mid-Senior level,Engineering,Contract,"Technology, Information and Internet",Pan-India / Remote,Unknown,Technology,Engineer / Developer,Mid-Senior,Engineering,0,0,0,0
"Account Executive, LinkedIn Sales Solutions",LinkedIn,"Bengaluru, Karnataka, India",Not Applicable,Sales,Full-time,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Other,Not Specified,Sales,0,1,0,0
Junior/ Associate Data Manager,Medpace,"Navi Mumbai, Maharashtra, India",Entry level,Information Technology,Full-time,Pharmaceutical Manufacturing,Mumbai,Maharashtra,Pharmaceutical Manufacturing,Other,Entry,Information Technology,0,1,1,0
Product Analyst - Remote (Mumbai),Aryng,"Mumbai, Maharashtra, India",Mid-Senior level,Analyst,Full-time,"Technology, Information and Internet",Mumbai,Maharashtra,Technology,Product Analyst / Manager,Mid-Senior,Analyst,0,1,0,0
Data Analyst Lead,TechnoGen India Pvt. Ltd.,"Hyderabad, Telangana, India",Executive,Information Technology,Full-time,IT Services and IT Consulting,Hyderabad,Telangana,IT Services and IT Consulting,Data Analyst,Executive,Information Technology,0,1,0,0
Data Scientist (AI/ML),Tata Technologies,"Pune, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting and Motor Vehicle Manufacturing,Pune,Maharashtra,IT Services and IT Consulting and Motor Vehicle Manufacturing,Data Scientist,Mid-Senior,Information Technology,0,1,0,0
Data Anayst,MassMutual India,"Hyderabad, Telangana, India",Entry level,Information Technology,Full-time,IT Services and IT Consulting,Hyderabad,Telangana,IT Services and IT Consulting,Other,Entry,Information Technology,0,1,1,0
Key Account Manager,Zomato,"Ambala, Haryana, India",Associate,"Business Development, Sales, and Customer Service",Full-time,"Technology, Information and Media",Ambala,Haryana,Technology,Other,Associate,"Business Development, Sales, and Customer Service",0,0,0,0
Social Media Advisor,PhonePe,"Bengaluru, Karnataka, India",Mid-Senior level,Marketing and Sales,Full-time,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Other,Mid-Senior,Marketing and Sales,0,1,0,0
"Analyst, Infrastructure & Sustainable Energies",CPP Investments | Investissements RPC,"Mumbai, Maharashtra, India",Entry level,Finance,Full-time,Investment Management,Mumbai,Maharashtra,Investment Management,Other Analyst,Entry,Finance,0,1,1,0
Associate Company Secretarial,upGrad,"Mumbai, Maharashtra, India",Associate,Legal,Full-time,E-Learning Providers,Mumbai,Maharashtra,E-Learning Providers,Other,Associate,Legal,0,1,0,0
"Quality Analyst, YouTube Global Vendor Operations",Google,"Bengaluru, Karnataka, India",Not Applicable,Information Technology and Engineering,Full-time,"Information Services and Technology, Information and Internet",Bengaluru,Karnataka,Information Services and Technology,Other Analyst,Not Specified,Information Technology and Engineering,0,1,0,0
Research Consultant - Learning & Development,EXL,"Noida, Uttar Pradesh, India",Mid-Senior level,"Management, Consulting, and Administrative",Full-time,"IT Services and IT Consulting, Strategic Management Services, and Human Resources Services",Noida,Uttar Pradesh,IT Services and IT Consulting,Other,Mid-Senior,"Management, Consulting, and Administrative",0,1,0,0
Monitoring And Evaluation Specialist,Arthan,Greater Bengaluru Area,Associate,Analyst,Full-time,"Non-profit Organizations, Education Administration Programs, and Civic and Social Organizations",Greater Bengaluru Area,Unknown,Non-profit Organizations,Other,Associate,Analyst,0,0,0,0
TSM,airtel,"Delhi, India",Entry level,Sales,Full-time,"Food and Beverage Services, Retail Apparel and Fashion, and Computers and Electronics Manufacturing",Delhi,India,Food and Beverage Services,Other,Entry,Sales,0,1,1,0
Administrative Assistant,Raga on the Ganges,"Defence Colony, Delhi, India",Entry level,Administrative,Part-time,Hospitality,Defence Colony,Delhi,Hospitality,Other,Entry,Administrative,0,0,1,0
Data Entry Clerk,WhiteSlips Job Management Consultants,India,Entry level,Administrative,Full-time,IT Services and IT Consulting,Pan-India / Remote,Unknown,IT Services and IT Consulting,Data Entry,Entry,Administrative,0,0,1,0
Head of Business Intelligence || Data Engineering || BI || Data Visualization,Damco Solutions,"Faridabad, Haryana, India",Director,Information Technology,Full-time,Information Services,Faridabad,Haryana,Information Services,Engineer / Developer,Director,Information Technology,0,0,0,0
"Quality Analyst, YouTube Global Vendor Operations",Google,"Hyderabad, Telangana, India",Not Applicable,Information Technology and Engineering,Full-time,"Information Services and Technology, Information and Internet",Hyderabad,Telangana,Information Services and Technology,Other Analyst,Not Specified,Information Technology and Engineering,0,1,0,0
MIS Executive,Acme Services,"Mumbai, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,Oil and Gas,Mumbai,Maharashtra,Oil and Gas,Other,Mid-Senior,Information Technology,0,1,0,0
Senior Data Scientist / Engineer,Kalvium,"Bengaluru, Karnataka, India",Mid-Senior level,Engineering and Information Technology,Full-time,Higher Education,Bengaluru,Karnataka,Higher Education,Data Scientist,Mid-Senior,Engineering and Information Technology,0,1,0,0
Trust & Safety Operations Executive,apna,"Bengaluru, Karnataka, India",Entry level,Finance and Sales,Full-time,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Other,Entry,Finance and Sales,0,1,1,0
"TECHNICAL ANALYST (MSTR, data modelling)",Coforge,"Gautam Buddha Nagar, Uttar Pradesh, India",Entry level,Information Technology,Full-time,Pharmaceutical Manufacturing,Gautam Buddha Nagar,Uttar Pradesh,Pharmaceutical Manufacturing,Other Analyst,Entry,Information Technology,0,0,1,0
Analyst,Ascensus,"Hyderabad, Telangana, India",Entry level,Business Development and Sales,Full-time,Financial Services,Hyderabad,Telangana,Financial Services,Other Analyst,Entry,Business Development and Sales,0,1,1,0
Financial Analyst,PayTabs Global,"Chennai, Tamil Nadu, India",Executive,Finance,Full-time,Financial Services,Chennai,Tamil Nadu,Financial Services,Other Analyst,Executive,Finance,0,1,0,0
"Data Scientists (All levels), Analytical Chemistry",Braintrust,India,Entry level,Engineering and Information Technology,Full-time,"Technology, Information and Internet",Pan-India / Remote,Unknown,Technology,Data Scientist,Entry,Engineering and Information Technology,0,0,1,0
Project Manager,Hansa Research Group,"Mumbai, Maharashtra, India",Mid-Senior level,Project Management and Information Technology,Full-time,Market Research,Mumbai,Maharashtra,Market Research,Other,Mid-Senior,Project Management and Information Technology,0,1,0,0
Lead Data Analyst -Bangalore,ETT CareerMove,"Bangalore Urban, Karnataka, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting and Software Development,Bengaluru,Karnataka,IT Services and IT Consulting and Software Development,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
Financial Analyst,Straive,India,Associate,"Accounting/Auditing, Finance, and Analyst",Full-time,"IT Services and IT Consulting, Research Services, and Financial Services",Pan-India / Remote,Unknown,IT Services and IT Consulting,Other Analyst,Associate,"Accounting/Auditing, Finance, and Analyst",0,0,0,0
Content Strategist,FruitBowl Digital,"Mumbai, Maharashtra, India",Entry level,"Marketing, Public Relations, and Writing/Editing",Full-time,Advertising Services,Mumbai,Maharashtra,Advertising Services,Other,Entry,"Marketing, Public Relations, and Writing/Editing",0,1,1,0
Lead - Data Engineer,Dimensions HRD Consultants,"Gurgaon, Haryana, India",Mid-Senior level,Information Technology,Full-time,"Information Services, Financial Services, and Investment Banking",Gurugram,Haryana,Information Services,Engineer / Developer,Mid-Senior,Information Technology,0,1,0,0
Research Intern,Tsaaro Consulting,"Gurgaon, Haryana, India",Internship,Consulting,Full-time,Business Consulting and Services,Gurugram,Haryana,Business Consulting and Services,Other,Internship,Consulting,0,1,0,1
Data Operations Manager,Denave,"Noida, Uttar Pradesh, India",Mid-Senior level,Other,Full-time,IT Services and IT Consulting,Noida,Uttar Pradesh,IT Services and IT Consulting,Other,Mid-Senior,Other,0,1,0,0
Intern -Business Process Specialist,Acies,Mumbai Metropolitan Region,Internship,Consulting and Information Technology,Full-time,IT Services and IT Consulting and Software Development,Mumbai,Unknown,IT Services and IT Consulting and Software Development,Other,Internship,Consulting and Information Technology,0,1,0,1
Data Architect:,Changeleaders.in,"Bangalore Urban, Karnataka, India",Mid-Senior level,Engineering and Information Technology,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Other,Mid-Senior,Engineering and Information Technology,0,1,0,0
Data Science Manager,Eli Lilly and Company,"Bangalore Urban, Karnataka, India",Mid-Senior level,"Consulting, Engineering, and Research",Full-time,"IT Services and IT Consulting, Hospitals and Health Care, and Pharmaceutical Manufacturing",Bengaluru,Karnataka,IT Services and IT Consulting,Data Scientist,Mid-Senior,"Consulting, Engineering, and Research",0,1,0,0
Process Executive - Data Entry (Chennai),Infosys BPM,"Chennai, Tamil Nadu, India",Entry level,Accounting/Auditing and Finance,Full-time,Financial Services and Accounting,Chennai,Tamil Nadu,Financial Services and Accounting,Data Entry,Entry,Accounting/Auditing and Finance,0,1,1,0
Data Scientist,Intellect Design Arena Ltd,"Gurugram, Haryana, India",Associate,Information Technology,Full-time,Banking and Financial Services,Gurugram,Haryana,Banking and Financial Services,Data Scientist,Associate,Information Technology,0,1,0,0
Product Strategy Manager,Airtel Digital,"Gurugram, Haryana, India",Mid-Senior level,Strategy/Planning and Consulting,Full-time,"Technology, Information and Internet",Gurugram,Haryana,Technology,Other,Mid-Senior,Strategy/Planning and Consulting,0,1,0,0
AI / Machine Learning Specialist 100% remote,Norconsulting Global Recruitment,India,Mid-Senior level,Information Technology,Contract,IT Services and IT Consulting,Pan-India / Remote,Unknown,IT Services and IT Consulting,ML Engineer,Mid-Senior,Information Technology,0,0,0,0
Associate-Healthcare Data Research,FinacPlus,"Hyderabad, Telangana, India",Associate,"Research, Analyst, and Health Care Provider",Full-time,"Market Research, Research Services, and Hospitals and Health Care",Hyderabad,Telangana,Market Research,Other,Associate,"Research, Analyst, and Health Care Provider",0,1,0,0
Data Scientist,Crescendo Global,"Bengaluru, Karnataka, India",Mid-Senior level,Engineering,Full-time,"Loan Brokers, Credit Intermediation, and Financial Services",Bengaluru,Karnataka,Loan Brokers,Data Scientist,Mid-Senior,Engineering,0,1,0,0
Intern - Healthcare Analyst,Milliman,"Gurgaon, Haryana, India",Internship,Health Care Provider,Full-time,Business Consulting and Services,Gurugram,Haryana,Business Consulting and Services,Other Analyst,Internship,Health Care Provider,0,1,0,1
Data Analyst-PySpark,Idyllic Services Pvt. Ltd.,"Bengaluru, Karnataka, India",Mid-Senior level,Information Technology,Full-time,"Capital Markets, Software Development, and Banking",Bengaluru,Karnataka,Capital Markets,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
Data Scientist-Finance/Credit Risk,Loyalytics AI,"Bengaluru, Karnataka, India",Entry level,Marketing,Full-time,Software Development,Bengaluru,Karnataka,Software Development,Data Scientist,Entry,Marketing,0,1,1,0
Data Engineer,Prohuman Technology Pvt. Ltd.,"Bengaluru, Karnataka, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Engineer / Developer,Mid-Senior,Information Technology,0,1,0,0
Junior HR Operations and Data Analyst,Netcracker Technology,"Hyderabad, Telangana, India",Entry level,Human Resources,Contract,"IT Services and IT Consulting, Software Development, and Financial Services",Hyderabad,Telangana,IT Services and IT Consulting,Data Analyst,Entry,Human Resources,0,1,1,0
Consultant US Analytics (Hiring for BMS India),PharmaACE,"Hyderabad, Telangana, India",Mid-Senior level,Consulting and Project Management,Full-time,"Business Consulting and Services, Biotechnology Research, and Pharmaceutical Manufacturing",Hyderabad,Telangana,Business Consulting and Services,Other,Mid-Senior,Consulting and Project Management,0,1,0,0
Assistant Manager - Finance,Flipkart,"Bengaluru, Karnataka, India",Not Applicable,Finance and Sales,Full-time,"Technology, Information and Internet and Manufacturing",Bengaluru,Karnataka,Technology,Other,Not Specified,Finance and Sales,0,1,0,0
Data Scientist,Sprinklr,"Gurgaon, Haryana, India",Entry level,Engineering and Information Technology,Full-time,Software Development,Gurugram,Haryana,Software Development,Data Scientist,Entry,Engineering and Information Technology,0,1,1,0
Product Management- Fintech,moneycontrol.com,"Mumbai, Maharashtra, India",Mid-Senior level,Product Management,Full-time,"Capital Markets, Banking, and Financial Services",Mumbai,Maharashtra,Capital Markets,Other,Mid-Senior,Product Management,0,1,0,0
Data engineer,AviinTech Business Solutions,India,Associate,Information Technology,Contract,IT Services and IT Consulting,Pan-India / Remote,Unknown,IT Services and IT Consulting,Engineer / Developer,Associate,Information Technology,0,0,0,0
Consultant,GD Research Center Pvt. Ltd.,"Hyderabad, Telangana, India",Mid-Senior level,Consulting and Analyst,Full-time,"Market Research, Oil and Gas, and Business Consulting and Services",Hyderabad,Telangana,Market Research,Other,Mid-Senior,Consulting and Analyst,0,1,0,0
Business Analyst – Analytics,Citi,"Bengaluru, Karnataka, India",Not Applicable,"Research, Analyst, and Information Technology",Full-time,"Banking, Financial Services, and Investment Banking",Bengaluru,Karnataka,Banking,Business Analyst,Not Specified,"Research, Analyst, and Information Technology",0,1,0,0
Data Analyst with Python,Arting Digital,"Mumbai, Maharashtra, India",Mid-Senior level,Information Technology,Full-time,IT Services and IT Consulting,Mumbai,Maharashtra,IT Services and IT Consulting,Data Analyst,Mid-Senior,Information Technology,0,1,0,0
Research Executive,YouGov,"Mumbai, Maharashtra, India",Associate,Research,Full-time,Market Research and Research Services,Mumbai,Maharashtra,Market Research and Research Services,Other,Associate,Research,0,1,0,0
Data Scientist,Decathlon Sports India,"Bengaluru, Karnataka, India",Entry level,Engineering and Information Technology,Full-time,Retail,Bengaluru,Karnataka,Retail,Data Scientist,Entry,Engineering and Information Technology,0,1,1,0
Business Intelligence Developer,Ford Motor Company,"Chennai, Tamil Nadu, India",Not Applicable,Information Technology,Full-time,Motor Vehicle Manufacturing,Chennai,Tamil Nadu,Motor Vehicle Manufacturing,Engineer / Developer,Not Specified,Information Technology,0,1,0,0
Head of Technology,2070 Health,"Gurugram, Haryana, India",Mid-Senior level,Product Management,Full-time,"Technology, Information and Internet",Gurugram,Haryana,Technology,Other,Mid-Senior,Product Management,0,1,0,0
Senior Director - Data Engineering,TalentXO,"Bengaluru, Karnataka, India",Director,Engineering and Information Technology,Full-time,"Technology, Information and Internet",Bengaluru,Karnataka,Technology,Engineer / Developer,Director,Engineering and Information Technology,0,1,0,0
Master Data Management,Adani Enterprises Limited,"Ahmedabad, Gujarat, India",Associate,"Purchasing, Production, and Research",Full-time,"Transportation, Logistics, Supply Chain and Storage, Agriculture, Construction, Mining Machinery Manufacturing, and Data Infrastructure and Analytics",Ahmedabad,Gujarat,Transportation,Other,Associate,"Purchasing, Production, and Research",0,0,0,0
CHRO,SmasHR Global,"Hyderabad, Telangana, India",Executive,Human Resources,Full-time,Human Resources Services,Hyderabad,Telangana,Human Resources Services,Other,Executive,Human Resources,0,1,0,0
Data Analyst,Wipro,"Bengaluru, Karnataka, India",Not Applicable,Information Technology,Full-time,IT Services and IT Consulting,Bengaluru,Karnataka,IT Services and IT Consulting,Data Analyst,Not Specified,Information Technology,0,1,0,0
Product Intern,Writesonic,India,Associate,Sales and Business Development,Part-time,Software Development,Pan-India / Remote,Unknown,Software Development,Other,Associate,Sales and Business Development,0,0,0,0
"Business Systems Analyst, Data Analytics",Google,"Hyderabad, Telangana, India",Not Applicable,Information Technology and Engineering,Full-time,"Information Services and Technology, Information and Internet",Hyderabad,Telangana,Information Services and Technology,Other Analyst,Not Specified,Information Technology and Engineering,0,1,0,0
HR Analyst,Talent Socio(We're Hiring!!),"Gurugram, Haryana, India",Associate,Human Resources,Full-time,Human Resources Services,Gurugram,Haryana,Human Resources Services,Other Analyst,Associate,Human Resources,0,1,0,0
